CaseID,weight,WORK_1,WORK_2,WORK_3,WORK_4,EMPLOYED,FULLPART,SELFEMPLOYED,OCCUPATION_col,INDUSTRY_col,TEACHSTEM,WORKTYPE_FINAL,SCH2a,SCH2b,SCH3a,SCH3b,SCH3c,SCH3d,SCH4,SCH5a,SCH5b,SCH5c,SCH6a,SCH6b,SCH6c,SCH6d,SCH6e,SCH6f,SCH6g,SCH6h,SCH7,SCH8a,SCH8b,SCH9a,SCH9b,SCH10_flag,SCH10A_1,SCH10A_2,SCH10A_3,SCH10A_4,SCH10A_5,SCH10A_6,SCH10A_Refused,SCH10B_1,SCH10B_2,SCH10B_3,SCH10B_4,SCH10B_5,SCH10B_6,SCH10B_Refused,JOBVALU1_1,JOBVALU1_2,JOBVALU1_3,JOBVALU1_4,JOBVALU1_5,JOBVALU1_6,JOBVALU1_7,JOBVALU1_8,JOBVALU1_Refused,JOBVALU2,AHEADa,AHEADb,AHEADc,AHEADd,AHEADe,AHEADf,AHEADg,TALENT,PROVE,RESPECTA,RESPECTB,FAMSTEM1,FAMSTEM2_1,FAMSTEM2_2,FAMSTEM2_Refused,INTEREST1,STEMJOBa,STEMJOBb,STEMJOBc,STEMJOBd,STEMJOBe,STEMJOBf,STEMJOBg,STEMJOBh,DOV_FORM,REASON1a,REASON1b,REASON1c,REASON1d,REASON1e,REASON1f,REASON1g,REASON2a,REASON2b,REASON2c,REASON2d,REASON2e,REASON2f,REASON2g,TECH1,TECH2,TECH3,TECH4,TECH5,TECH6,GEND1,GEND2,GEND3,GEND4,GEND5,GEND6_a,GEND6_b,GEND6_c,GEND6_d,GEND6_Refused,ETHN1,ETHN2a,ETHN2b,ETHN2c,ETHN2d,ETHN3a,ETHN3b,ETHN3c,ETHN3d,ETHN4,ETHN5,ETHN6_a,ETHN6_b,ETHN6_c,ETHN6_d,ETHN6_Refused,GENDJOB1,ETHNJOB1,GENDDISC_a,GENDDISC_b,GENDDISC_c,GENDDISC_d,GENDDISC_e,GENDDISC_f,GENDDISC_g,GENDDISC_h,GENDDISC_i,GENDDISC_Refused,ETHNDISC_a,ETHNDISC_b,ETHNDISC_c,ETHNDISC_d,ETHNDISC_e,ETHNDISC_f,ETHNDISC_g,ETHNDISC_h,ETHNDISC_i,ETHNDISC_Refused,HARASS1,HARASS2,HARASS3,VOTECH,RELATE1,RELATE2,SCICOUR1,MATHCOUR1,FIRSTCOLL,PARTY,PARTYLN,IDEO,PUBLIC,XSPANISH,Xparent,PPCM1301_col,PPCM0166,ppagecat,ppagect4,PPETHM,PPGENDER,PPHHHEAD,HH_INCOME_col,PPMARIT,PPMSACAT,PPREG4,SCH1_OE1_col,SCH1_OE2_col,SCH1_OE3_col,SCH7_OE1_col,INTEREST2_OE,INTEREST3_OE1_col,INTEREST3_OE2_col,INTEREST3_OE3_col,ETHNJOB2_OE1_col,ETHNJOB2_OE2_col,GENDJOB2_OE1_col,GENDJOB2_OE2_col,GENDJOB2_OE3_col,DEGREE1_computer,DEGREE1_math,DEGREE1_life,DEGREE1_physical,DEGREE1_engineering,DEGREE1_health,DEGREE1_otherstem,DEGREE1_othernonstem,DEGREE2_computer,DEGREE2_math,DEGREE2_life,DEGREE2_physical,DEGREE2_engineering,DEGREE2_health,DEGREE2_otherstem,DEGREE2_othernonstem,STEM_DEGREE,SCICOUR2_t,MATHCOUR2_t,PPT017_t,PPT18OV_t,PPHHSIZE_t,EDUC4CAT,RACE_col,RECONA_col,RECONB_col,RECONC_col
1941,0.1252,1,2,2,1,1,1,1,3,12,8,1,1,1,4,2,2,3,3,3,3,3,1,1,2,1,2,1,1,2,2,1,1,2,2,1,1,0,1,1,0,0,0, , , , , , , ,1,0,1,1,1,1,0,0,0,5,1,3,1,1,2,1,1,2,1,1,2,2, , , , ,1,3,3,1,1,1,1,3,2,2,3,3,3,2,3,1,2,3,1,1,2,2,1,3,3,2,2,3,1,3,1,2,3,2,1,1,1,0,0,3,1,2,2,1,1,3,3,1,3,1,1,1,1,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,2, , ,1,1,2,2, ,4, ,1,2,4,1,5,3,1,1,1,4,3,1,4,105, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,8,0,2,2,2,1,1, , 
1942,0.1859,2,2,2,1,1,2,1,4,12,8,1,1,1,2,3,3,3,3,4,2,1,2,2,1,1,1,2,1,1,1,1,1,2,2,1,0,0,0,0,0,1,0, , , , , , , ,0,1,1,1,0,1,0,0,0,4,1,3,2,1,3,1,1,2, , , ,1,0,1,0, ,1,3,3,2,1,3,1,1,2,1,2,1,2,2,1,3,1,2,1,2,2,3,1,2,2,1,2,2,1,1,1,1,3,2,0,1,1,0,0,3,1,1,1,1,2,1,1,2,3,2,0,1,1,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,1,1,1,1,2,3,2,3, ,1,2,4,1,6,4,1,1,1,5,1,1,3,100, , , , , , , , , , , , ,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,15,12,0,2,2,4,1, ,1, 
1943,1.1051,1,1,2,2,1,1,2,16,18,8,2,1,1,2,2,2,2,3,2,2,2,1,1,1,1,1,1,1,3,3,1,2,2,1,1,1,0,0,1,0,0,0, , , , , , , ,0,0,0,0,0,0,0,1,0, ,3,3,3,3,3,3,3,3,1,1,1,2, , , ,2,1,1,2,1,1,3,1,1,2,2,3,2,2,2,2,3,2,2,2,1,1,3,1,1,1,2,1,1,1,1,1,1,2,2,0,0,1,0,0,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,2,1, , , , , ,3,9,3,1,2,1,2,2,4,3,4,1,1,1,1,1,4,100, , , ,99,49, , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,6,1,1, , , 
1944,0.0663,1,2,2,2,1,1,2,3,9,8,1,2,2,2,2,2,2,3,3,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,0,1,1,0,0,0, , , , , , , ,1,1,0,0,0,1,1,0,0,7,2,3,2,3,3,1,2,2,3,1,2,2, , , , ,1,2,2,1,3,2,1,3,1,1,1,2,2,3,2,2,1,1,2,2,3,1,2,1,2,3,2,2,2,3,2,2,3,3,1,0,0,0,0,1,2,2,2,2,2,2,2,2,3,3,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,2,2,1,2,1,1,1,3,1,3, ,1,2,1,7,5,4,1,1,1,5,1,1,2,101, , , , , , , , , , , , ,1,0,0,0,0,0,0,0, , , , , , , , ,1,98,98,0,2,2,3,1,1, , 
1945,0.9208,2,1,2,2,1,2,2,29,8,8,2,2,2,2,2,2,2,4,3,2,3,2,2,2,2,2,1,2,2,3,2,1,2,2,1, , , , , , , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0, ,3,3,3,3,3,3,3,3,3,2,2,2, , , ,3,1,3,3,3,3,3,3,3,1,3,3,2,3,3,3,3,3,3,3,2,3,3,1,3,3,2,3,3,2,1,1,2,3,4, , , , , ,1,9,9,9,9,9,9,9,9,9,5, , , , , ,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,2,2, , , , , ,3,1,4, ,1,2,2,3,5,3,1,2,1,2,1,0,1,999, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,1,1,1, , , 
1946,0.4202,2,1,2,1,1,2,1,9,15,1,1,2,2,3,2,2,3,3,2,2,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,0,1,1,0,0,0, , , , , , , ,0,1,1,1,0,1,0,0,0,2,1,3,3,3,2,1,3,2,2,2,2,1,1,0,0, ,3,3,3,1,1,3,1,3,2,2,2,1,1,3,2,2,1,2,1,1,2,3,1,2,3,2,2,3,1,1,1,1,3,2,1,1,1,0,0,3,1,1,1,1,1,1,1,1,3,3,1,1,1,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,2,1,1,1,2,3,1,3,2,1,1,1,5,3,2,1,1,1,3,1,0,3,100, , , , , , , , , , , , ,0,0,0,0,0,0,0,1, , , , , , , , ,2,4,3,1,2,3,2,1, , , 
1947,1.6658,1,2,2,2,1,1,2,16,18,8,2,3,2,3,2,3,3,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0, , , , , , , ,1,1,0,0,0,0,1,0,0,2,2,3,2,1,3,3,3,3,4,3,2,2, , , ,1,1,1,2,1,1,1,1,1,1,2,1,3,3,2,1,2,1,1,1,2,2,2,1,1,2,2,1,1,2,3,1,1,3,5, , , , , ,3,1,1,1,1,1,1,2,1,1,2,1,0,1,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,2, , , , , ,3,2,3, ,1,2,2,5,2,2,4,1,0,2,5,1,4,111, , , ,20,51,14, , , , , , , , , , , , , , , , , , , , , , , , , ,0,2,2,1,1, , , 
1948,1.4943,1,2,2,2,1,1,2,15,19,8,2,2,2,2,2,3,2,3,3,3,3,2,2,2,1,3,2,2,2,1,1,2,2,1,1,0,0,0,1,0,0,0, , , , , , , ,0,1,1,1,0,1,1,0,0,2,1,1,3,1,2,3,2,1,3,1,1,1,0,1,0,2,1,3,3,3,1,2,3,3,1,1,1,1,1,3,2,2,1,2,1,1,3,3,1,3,3,1,3,3,1,2,1,1,2,1,0,1,0,0,0,3,1,1,1,1,1,1,1,1,2,1,0,1,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,2,1,1,1,2,2, ,3, ,1,2,3,5,3,2,1,2,1,5,6,1,2,104, , , ,30,21, , , , , , , ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,3,1,2,3,4,1, , , 
1949,0.0525,1,2,2,2,1,1,2,12,16,8,1,2,2,2,3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,1,0,0,0,0,0,0, , , , , , , ,0,0,1,0,0,0,0,0,0,3,2,2,3,2,2,1,3,2,3,3,3,1,0,1,0, ,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,3,0,0,1,0,0,1,3,2,2,2,2,2,2,2,2,3,0,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,2, , , , , ,2, ,3, ,1,2,2,7,5,4,5,2,1,2,5,1,1,105, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,3,3,1,4, , , 
1950,0.0644,1,2,2,2,1,1,2,4,12,8,1,2,2,1,2,2,2,3,3,3,3,2,2,1,1,1,1,2,2,2,1,1,2,2,1,0,0,0,1,0,0,0, , , , , , , ,0,0,0,0,0,0,1,0,0,7,3,3,3,1,3,3,2,4,3,3,3,1,1,0,0, ,3,3,3,3,3,2,3,3,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1,1,2,1,2,1,2,2,2,2,0,1,1,0,0,1,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,4,4,1,1,2,3,9,3, ,1,2,2,5,2,2,4,1,1,4,6,1,3,114, , , , , , , , , ,99, , ,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,15,15,0,2,2,4,1, ,9, 
1951,1.5376,2,1,2,2,1,2,2,19,7,8,2,3,2,3,2,3,2,4,4,4,3,1,1,1,3,1,1,1,1,1,1,1,2,1,1,0,0,0,1,0,0,0, , , , , , , ,1,1,1,1,1,1,1,0,0,1,1,3,1,1,3,1,1,2,4,2,2,1,1,0,0,4,3,3,3,3,3,3,1,3,2,3,3,2,1,3,3,1,2,3,1,3,3,2,3,3,1,1,2,3,3,2,1,1,3,4, , , , , ,3,1,1,1,1,1,1,1,1,3,2,1,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,3,1,2, , , , , ,1, ,1, ,1,2,3,2,1,1,1,2,1,2,5,1,2,109, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,4,4,1,1, , , 
1952,1.3117,1,2,2,2,1,1,2,24,8,8,2,2,2,2,2,2,2,3,3,2,2,2,1,3,3,2,2,2,2,1,2,2,2,2,1, , , , , , , ,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,3,2,3,2,1,2,2,4,2,3,2, , , ,4,1,3,3,1,1,3,3,1,1,2,3,9,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,1,1,3,4, , , , , ,1,1,1,1,1,1,1,1,1,3,4, , , , , ,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2, , , , , ,3,1,3, ,1,2,1,2,5,3,1,1,1,5,6,0,1,998, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,2,2,1,1, , , 
1953,1.3026,1,2,2,2,1,1,2,27,3,8,2,1,1,1,1,1,1,4,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0, , , , , , , ,0,0,0,0,0,0,1,0,0,7,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,1,3,1,1,3,3,3,3,3,3,3,5, , , , , ,1,1,3,3,2,1,3,1,1,3,5, , , , , ,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2, , , , , ,2, ,1, ,1,2,1,3,4,3,2,2,1,1,3,1,2,103,102, , ,30,41, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,6,1,2, , , 
1955,1.985,2,1,2,2,1,2,2,8,15,2,2,1,2,3,3,3,4,2,4,4,4,1,2,1,1,1,1,1,1,1,2,2,2,2,1, , , , , , , ,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,2,1,3,2,1,2,1,1,2,2,2,2,1,1,0,0,3,1,1,1,1,9,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,2,2,2,2,2,1,1,1,0,0,1,1,2,1,1,1,3,9,1,2,2,1,1,1,0,0,3,9,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,2,3,2,2,2,3,1,1,2,2, ,3, ,1,2,2,5,4,3,2,2,0,2,5,0,3,100, , , , , , , , , , , , ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,98,6,0,2,2,4,2, , , 
1956,0.2431,1,2,2,2,1,1,2,22,9,8,2,2,2,2,2,3,3,3,3,2,2,1,2,3,1,2,1,3,2,1,1,1,1,2,1,0,0,0,0,0,1,0, , , , , , , ,0,1,1,0,0,0,1,0,0,2,1,3,1,1,3,1,1,2,2,2,2,1,0,1,0, ,1,1,3,3,1,3,1,3,2,1,2,2,1,1,3,1,2,1,3,2,2,3,1,2,3,1,2,3,1,3,2,2,3,2,1,1,1,0,0,1,1,1,1,1,2,2,2,1,2,2,1,0,0,0,0,3,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,1,4,4,1,1,2,2, ,4, ,1,2,3,7,4,3,1,2,1,5,1,1,3,114, , , , , , , , , , , , ,0,0,0,0,0,0,0,1, , , , , , , , ,2,4,1,0,2,2,3,1, , , 
1957,0.1436,1,2,2,2,1,1,2,3,9,8,1,2,2,2,2,2,3,3,2,2,2,1,1,1,1,2,1,2,1,2,2,2,1,1,1, , , , , , , ,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,6,3,3,2,3,3,1,3,2,2,1,1,2, , , , ,1,1,3,1,3,3,1,1,2,1,2,2,2,2,3,2,1,1,1,1,2,3,1,1,3,1,2,3,1,3,1,1,3,1,0,0,1,0,0,3,1,1,1,1,1,2,2,1,3,3,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,2,2,3,3,1,1,2,3,2,3, ,1,2,1,7,5,4,3,1,1,4,1,1,1,111, , , , , , , ,69, , , , ,0,0,0,0,0,0,0,1, , , , , , , , ,2,4,98,0,2,2,3,3,1, , 
1958,0.098,1,2,2,2,1,1,2,13,16,8,1,2,2,2,2,2,2,3,3,4,3,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,0,1,1,0,0,0, , , , , , , ,1,0,0,0,1,1,0,0,0,1,3,3,3,3,3,3,3,1,4,1,1,2, , , , ,1,2,3,3,3,3,1,1,1,3,3,2,3,1,2,1,2,3,1,3,1,3,2,3,3,3,3,3,3,2,1,1,3,5, , , , , ,1,1,1,1,1,1,1,1,1,3,5, , , , , ,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,1,1,1,1,2,1, ,2,2,1,1,3,6,4,3,1,1,1,5,1,0,2,100,111, , , , , , , , , , , ,0,0,0,0,0,1,0,0, , , , , , , , ,1,15,3,4,5,6,3,1, , , 
1959,0.0525,2,2,2,1,1,2,1,3,9,8,1,2,3,2,2,3,2,4,4,4,4,1,1,1,1,1,1,1,1,4,2,2,1,1,1, , , , , , , ,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,4,1,1,1,1,2,1,2,1, , , ,1,0,1,0, ,3,1,1,3,3,1,3,3,1,2,2,2,1,1,3,3,1,1,1,1,2,3,1,1,3,1,2,3,2,1,3,2,3,2,1,1,1,0,0,3,3,3,3,3,3,3,3,3,3,2,1,1,1,0,0,1,3,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,2,2,1,1, , ,1,1,2,3,2,3, ,1,2,4,1,6,4,1,2,1,2,3,1,2,113,111, ,97, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,1,1,2,1,1, , 
1960,0.4091,2,2,2,1,1,2,1,12,16,8,1,1,2,2,2,2,2,3,3,3,2,3,3,2,1,1,1,2,1,1,1,1,2,2,1,1,1,0,1,1,0,0, , , , , , , ,0,1,0,1,1,1,0,0,0,6,1,3,1,1,3,1,2,2, , , ,2, , , , ,1,1,2,3,1,2,1,1,2,3,3,3,2,3,3,2,3,3,2,2,3,3,3,3,3,2,3,3,2,2,1,1,3,1,0,1,0,0,0,3,1,2,2,1,1,2,2,1,3,1,1,1,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,1,1,1,1,2,1, ,1,1,1,1,4,1,3,2,1,2,1,5,1,1,3,112, , , , , , , , , , , , ,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,15,6,3,3,6,4,1, , , 
1961,0.1859,2,1,2,2,1,2,2,11,16,8,1,2,2,1,2,2,2,4,4,2,1,2,2,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,0,0, , , , , , , ,1,1,1,1,1,1,1,0,0,5,3,1,2,1,3,1,3,1,4,1,1,1,1,1,0, ,3,3,3,1,1,3,1,3,2,1,1,2,1,2,2,2,1,1,2,2,2,2,1,1,1,2,2,3,1,2,1,1,3,1,1,1,1,0,0,3,1,1,1,1,1,1,1,1,3,2,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,2,2,1,1,1,1,2,2, ,4, ,1,2,2,2,6,4,1,1,1,5,1,1,3,104, , , , , , , , , , , , ,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12,1,0,2,2,4,1, , , 
1962,1.1035,1,2,2,2,1,1,2,24,15,8,2,2,2,2,2,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0,0,0,1,0,0,0, , , , , , , ,0,1,1,1,1,1,1,0,0,2,1,3,2,3,2,1,3,2,1,1,1,2, , , ,2,1,3,3,3,1,3,1,3,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,2,1,1,2,3,1,1,2,2,2,2,1,1,0,0,0,1,1,2,2,1,1,2,2,1,2,2,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,2,1,2,2,1,1,1,3,2,3, ,1,2,1,5,5,3,1,1,1,5,1,1,2,111, , , ,30,52, , , , , , , ,0,0,0,0,0,0,0,1, , , , , , , , ,2,1,2,0,3,3,2,1, , , 
1964,0.0623,2,1,2,2,1,2,2,13,7,8,1,3,3,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,1,1,2,2,1,0,0,1,0,0,0,0, , , , , , , ,0,1,0,0,0,0,0,0,0,2,3,3,3,1,2,1,3,2,3,2,2,1,1,1,0, ,3,3,3,3,1,3,1,3,1,2,2,3,2,3,2,3,3,2,2,3,2,3,2,3,3,2,3,3,2,2,1,1,3,3,0,1,0,0,0,1,1,1,1,1,1,1,1,1,3,3,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2, , ,1,1,2,4,2,3, ,1,2,4,1,5,4,1,2,1,3,1,0,2,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,0,2,2,2,1, , , 
1966,0.4976,2,1,2,2,1,2,2,16,19,8,2,2,2,9,9,9,9,3,4,4,4,3,2,1,1,2,2,1,2,1,1,1,2,2,1,1,0,1,1,0,0,0, , , , , , , ,0,1,0,1,0,1,1,0,0,4,3,3,1,3,3,3,3,1,1,1,2,1,1,0,0,3,1,3,3,3,3,2,1,1,2,1,2,2,2,2,1,1,2,3,3,3,2,3,2,2,3,2,2,3,3,3,1,1,3,3,1,1,1,0,0,1,1,1,1,1,1,1,1,1,3,3,1,1,1,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,2,3,1,2,1,3,9,3, ,1,2,3,4,5,3,1,1,1,1,2,1,1,998, , , , , , , , , , , , ,0,0,0,0,0,0,0,1, , , , , , , , ,2,10, ,0,1,1,2,1, , , 
1967,0.2054,2,2,2,1,1,2,1,29,1,8,2,1,1,3,4,3,4,4,4,2,2,1,2,3,1,1,1,2,1,1,1,2,2,1,1,0,0,0,0,0,1,0, , , , , , , ,0,0,0,0,0,0,0,1,0, ,2,3,2,2,3,3,2,1, , , ,2, , , ,4,1,1,3,3,3,3,2,3,2,2,3,3,3,2,3,3,2,2,3,3,2,2,2,3,3,3,3,3,3,3,1,1,3,5, , , , , ,3,1,1,1,1,1,1,1,1,3,5, , , , , ,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,1, , ,1,1,1,3,1,2, ,1,2,4,1,6,4,5,1,1,2,1,0,2,104, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,98,2,0,2,2,2,4, , , 
1968,0.4349,1,2,2,2,1,1,2,4,12,8,1,2,2,2,2,2,3,3,3,2,2,2,2,1,2,3,1,2,2,3,1,1,2,2,1,0,0,0,0,0,1,0, , , , , , , ,0,1,1,1,0,0,1,0,0,7,3,3,2,3,2,3,1,3,2,3,3,1,0,0,1, ,3,2,2,1,3,3,3,1,2,2,2,2,3,3,2,2,2,2,2,2,3,2,1,1,2,2,2,3,2,2,2,2,3,3,0,1,0,0,0,3,2,2,2,2,2,2,2,2,3,2,0,1,0,0,0,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,3,3,2,2,2,2,1,1,2,3,9,3, ,1,2,1,7,3,2,3,1,1,5,1,1,1,101, , , , , , , , , ,97, , ,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,98,98,0,1,1,4,3, ,1, 
1969,0.1336,1,2,2,2,1,1,2,3,12,8,1,1,2,2,1,3,2,2,4,3,3,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,0,0,0,0, , , , , , , ,0,1,0,1,1,0,1,0,0,2,1,3,2,3,2,3,3,1,3,1,1,1,1,0,0, ,1,1,1,1,1,1,1,1,1,3,3,3,2,1,3,3,3,3,2,3,2,1,3,2,1,1,3,3,2,1,1,1,3,2,0,0,1,0,0,3,1,1,1,1,1,1,1,1,3,3,1,1,1,0,0,3,3,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,1, , ,1,2,2,1, ,2, ,1,2,2,7,5,3,1,2,1,4,1,1,3,113, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, ,0,3,3,2,1,1, , 
1970,0.0663,1,2,2,2,1,1,2,4,5,8,1,2,2,2,2,2,2,3,3,3,3,1,1,1,2,1,1,1,1,1,2,2,1,1,1, , , , , , , ,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,3,3,3,2,1,3,1,2,1,2,2, , , , ,1,1,3,1,1,3,1,1,1,1,2,2,3,3,2,2,1,2,1,2,2,1,1,2,1,2,2,3,2,1,1,1,3,3,1,0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,1,1,1,1,1,1,1, ,2, ,1,2,2,5,5,4,1,1,1,5,1,1,2,100, , , , , , , , , , , , ,0,0,0,0,1,0,0,0, , , , , , , , ,1,15,8,0,2,2,3,1, ,1, 
1972,2.7821,1,2,2,2,1,1,2,19,5,8,2,2,3,2,1,2,1,2,2,2,2,2,2,1,2,1,2,1,2,4,1,1,2,1,1,1,1,0,1,0,0,0, , , , , , , ,1,1,1,1,1,1,1,0,0,2,1,3,2,1,3,3,3,2,2,2,2,1,0,1,0,1,1,1,3,3,1,3,1,1,1,2,3,1,3,2,3,1,2,3,3,3,3,2,1,3,3,3,3,3,3,3,1,1,1,3,1,1,1,0,0,3,2,2,2,2,1,1,1,1,3,2,1,1,1,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,1, , , , , ,1, ,1, ,1,2,2,6,2,1,1,1,1,3,1,0,2,111, , ,24,20,52, , , , , , , , , , , , , , , , , , , , , , , , , , ,0,2,2,1,1, , , 
1973,0.2202,1,2,2,2,1,1,2,12,12,8,1,2,3,2,3,2,3,3,3,3,3,2,1,1,1,2,1,1,1,1,1,1,2,1,1,0,1,0,1,0,0,0, , , , , , , ,0,1,1,0,0,0,0,0,0,2,3,3,3,1,3,1,3,3,3,1,1,2, , , , ,1,3,3,3,3,3,1,1,2,1,3,1,2,3,3,1,1,3,1,3,3,2,3,2,3,1,3,3,2,2,1,1,3,3,0,1,0,0,0,3,1,1,1,1,1,1,1,1,1,2,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,1,1,1,2,1,1, ,3, ,1,2,3,3,4,3,1,2,1,5,1,1,3,102, , , , , , , , , , , , ,0,0,0,0,0,1,0,0, , , , , , , , ,1,3, ,0,2,2,2,1, , , 
